cancer,gene,rho,p,adj.p
HNSC (n=520),KRT17,0.039034111129792,0.374373381040025,0.646831097903963
HNSC-HPV+ (n=97),KRT17,0.0593835472333263,0.563406953739623,0.646831097903963
HNSC-HPV- (n=421),KRT17,0.0223935659526838,0.646831097903963,0.646831097903963
