cancer,gene,rho,p,adj.p
HNSC (n=520),KRT17,0.0343312809133246,0.448308579445154,0.949937403819684
HNSC-HPV+ (n=97),KRT17,0.00678995322407305,0.949937403819684,0.949937403819684
HNSC-HPV- (n=421),KRT17,0.0208648490056938,0.677766621854402,0.949937403819684
