cancer,gene,rho,p,adj.p
HNSC (n=520),KRT14,-0.0451172228197609,0.318925127177507,0.470750988199799
HNSC-HPV+ (n=97),KRT14,-0.0778830203422278,0.470750988199799,0.470750988199799
HNSC-HPV- (n=421),KRT14,-0.0734230239635262,0.143194210650613,0.429582631951838
