cell_id,WBP5,ITGA5,LAMC2,VIM,KRT14,KRT17,is_cancer,site,non_cancer_type,compartment,patient,WBP5_detected,ITGA5_detected,LAMC2_detected,VIM_detected,KRT14_detected,KRT17_detected
HNSCC20_P15_LN_E10_S250_comb,0.57918,0,6.8482,0.68077,9.2911,9.2742,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
HNSCC20_P5_pri_H07_S91_comb,3.4068,2.9564,2.5013,0,7.8812,12.681,1,Primary,0,Cancer cells,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_G02_S266_comb,5.5875,5.2759,0,0,7.9286,8.9676,1,Lymph node,0,Cancer cells,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_E07_S247_comb,5.1042,0,0,0,6.0132,10.359,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_D03_S39_comb,0.54102,2.8051,0,0,6.2945,10.649,1,Primary,0,Cancer cells,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_G09_S81_comb,2.826,0,4.8957,0,11.995,10.642,1,Primary,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_H03_S87_comb,2.7275,0,0,0,8.0858,11.918,1,Primary,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_D03_S231_comb,0,5.0055,0.08134,0.25096,5.0323,11.376,1,Lymph node,0,Cancer cells,20,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC20_P5_pri_B09_S21_comb,4.3428,1.7753,4.3746,0,9.9704,10.702,1,Primary,0,Cancer cells,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_G05_S77_comb,0,0,0,0,8.2916,10.856,1,Primary,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_D05_S41_comb,4.1961,1.3426,6.3519,0,8.9661,11.512,1,Primary,0,Cancer cells,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_C12_S36_comb,0,0,7.5739,0,10.756,12.274,1,Primary,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_D01_S229_comb,4.9795,0,0.10969,0,4.441,11.968,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_D08_S236_comb,0,0,6.058,0,0,10.049,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
HNSCC20_P5_pri_D08_S44_comb,0,0,0,0,0,10.479,1,Primary,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
HNSCC20_P5_pri_G02_S74_comb,0,0,0,0,0.31499,12.093,1,Primary,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_B02_S14_comb,0,5.707,11.055,0,9.2048,9.9483,1,Primary,0,Cancer cells,20,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_C03_S27_comb,6.3878,0,0,7.0023,0.28214,0,0,Primary,Fibroblast,Fibroblast,20,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
HNSCC20_P15_LN_E09_S249_comb,3.8097,0,0,0,6.649,10.59,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_B12_S216_comb,4.3159,0,0,0,8.5409,9.6713,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_A09_S9_comb,0,0,0.048236,0,9.0329,10.763,1,Primary,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_B10_S214_comb,2.5624,0,4.8392,0,9.3977,8.811,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_A07_S7_comb,0,0,0,0,4.9503,9.3341,1,Primary,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_G12_S276_comb,0,0,0,0,6.7759,10.423,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_A08_S8_comb,0,3.2892,8.6468,0,9.7121,11.611,1,Primary,0,Cancer cells,20,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_H01_S277_comb,0.48336,0,1.2234,0,7.9818,10.241,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_G04_S76_comb,2.2382,0,0.14926,0,9.9744,10.59,1,Primary,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_C02_S26_comb,5.1562,0,0,0,8.8661,10.477,1,Primary,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_C06_S30_comb,0,0,0.37962,0,8.3046,13.496,1,Primary,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_D04_S40_comb,4.3425,0,3.9356,0,9.5847,10.967,1,Primary,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_D12_S48_comb,0,0,0,0,0.33571,11.724,1,Primary,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_D07_S235_comb,0,0,3.4344,0,9.2621,9.78,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_E05_S245_comb,0,3.5092,3.4284,3.3367,0,9.7405,1,Lymph node,0,Cancer cells,20,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
HNSCC20_P5_pri_F01_S61_comb,0,0,0,0,7.1148,11.751,1,Primary,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_A12_S204_comb,0.67265,0,0,0,8.3479,9.3618,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_F05_S65_comb,0,0,0,0,0,0,0,Primary,0,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HNSCC20_P5_pri_B04_S16_comb,0,0,0,0,8.4084,8.4091,0,Primary,0,0,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_F05_S257_comb,0,0,0.22157,0,8.3962,10.586,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_F07_S259_comb,0,0,0,0,0.12433,11.623,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_B07_S19_comb,0,1.2351,3.5238,0,9.0728,11.906,1,Primary,0,Cancer cells,20,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_H11_S287_comb,3.8752,0,0,0,6.836,12.206,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_F08_S260_comb,0,0,0,0,7.4616,8.4568,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_F11_S71_comb,5.2889,5.3045,0,5.8986,0.70044,1.3045,0,Primary,Fibroblast,Fibroblast,20,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
HNSCC20_P15_LN_A03_S195_comb,4.3652,0,0,0,10.405,11.325,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_H02_S278_comb,4.4277,0,0,0,0,10.573,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
HNSCC20_P15_LN_B06_S210_comb,0,0,0,0,0.74071,1.2636,0,Lymph node,0,0,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_A06_S198_comb,3.5992,0,0,0,7.8244,10.845,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_H10_S286_comb,0,0,4.586,0,0,10.269,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
HNSCC20_P5_pri_B11_S23_comb,2.9738,0,0.85679,0,0.35163,12.878,1,Primary,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_G06_S78_comb,4.0063,0,0.042644,0,7.0234,11.257,1,Primary,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_C09_S225_comb,0,5.3842,0,0.35727,7.7445,8.6682,1,Lymph node,0,Cancer cells,20,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
HNSCC20_P5_pri_B03_S15_comb,6.0898,0,0,7.7042,0,0.18396,0,Primary,Fibroblast,Fibroblast,20,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
HNSCC20_P15_LN_H03_S279_comb,3.7421,0,0.042644,0,6.9459,10.517,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_F07_S67_comb,0,0,0,0,7.9009,10.614,1,Primary,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_D02_S38_comb,2.9379,0,0.44996,0,8.0497,9.3978,1,Primary,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_G08_S272_comb,0,0,0,0,10.097,9.7263,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_D12_S240_comb,4.6807,0,0.34937,0,0,11.095,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
HNSCC20_P5_pri_C01_S25_comb,0.45101,0,0,0,0,12.078,1,Primary,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
HNSCC20_P15_LN_A07_S199_comb,4.1307,0,4.6295,3.6015,8.863,10.359,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
HNSCC20_P15_LN_F03_S255_comb,0,0,0.25217,0,9.0908,10.777,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_H05_S281_comb,4.1059,0,0,0,8.8242,7.3397,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_A04_S196_comb,4.613,4.7888,4.0503,0,6.7523,9.8338,1,Lymph node,0,Cancer cells,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_D10_S238_comb,5.5307,3.8435,0.11902,0,4.7007,12.683,1,Lymph node,0,Cancer cells,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_D10_S46_comb,0,0,0,0,6.5466,11.894,1,Primary,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_B11_S215_comb,4.91,0,2.5082,0,1.877,9.3728,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_E08_S56_comb,0,0,6.9129,0,10.83,11.023,1,Primary,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_A01_S193_comb,5.5055,0,0,0,6.8847,11.021,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_C04_S28_comb,5.1188,6.7057,0,6.7994,0,0.16479,0,Primary,Fibroblast,Fibroblast,20,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
HNSCC20_P15_LN_C04_S220_comb,5.6643,0,0,0,8.4275,10.485,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_E06_S246_comb,0,0,0,0,2.2786,9.523,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_C01_S217_comb,4.8263,0,2.1712,0,8.5389,11.432,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_D06_S42_comb,4.0909,0,0,0,7.5745,12.428,1,Primary,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_G11_S83_comb,3.3702,0,0,0,8.2667,11.06,1,Primary,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_E08_S248_comb,4.8191,0,4.5447,0,7.956,8.3241,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_G01_S265_comb,4.06,0.10434,3.5663,0,8.515,10.273,1,Lymph node,0,Cancer cells,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_F12_S264_comb,4.2812,1.1884,3.6566,0,9.3451,10.843,1,Lymph node,0,Cancer cells,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_D06_S234_comb,0.55876,0.38957,0.045443,0,5.8911,10.007,1,Lymph node,0,Cancer cells,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_E12_S252_comb,4.2816,0,0,0,0.16736,11.599,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_H05_S89_comb,0,0,0,0,0,12.025,1,Primary,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
HNSCC20_P15_LN_A05_S197_comb,2.7502,0,1.0058,0,8.281,10.023,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_G08_S80_comb,0,0,0,0,0.39835,0,0,Primary,Fibroblast,Fibroblast,20,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
HNSCC20_P5_pri_E03_S51_comb,4.8428,0,0.085425,0,9.312,12.233,1,Primary,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_C11_S227_comb,0,0,0,0,8.4153,9.9766,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_E02_S50_comb,0.64708,0,0,0,8.1138,9.6344,0,Primary,0,0,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_H09_S93_comb,0,0,0,0,0.34142,12.264,1,Primary,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_F08_S68_comb,5.2894,0,6.0076,0,9.7036,11.25,1,Primary,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_C06_S222_comb,0,0,4.5269,0,4.8957,8.8646,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_E06_S54_comb,4.2037,0,0.50284,0,8.2609,11.303,1,Primary,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_D09_S237_comb,4.1056,0,0,0,5.9785,10.772,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_D07_S43_comb,0,0,0.079975,0,0.19409,11.208,1,Primary,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_A12_S12_comb,4.5024,6.7894,0,7.1083,0,0,0,Primary,Fibroblast,Fibroblast,20,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC20_P5_pri_C10_S34_comb,0,0,0,0,0.19661,12.034,1,Primary,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_C12_S228_comb,0,0,4.7646,0,8.6351,8.2953,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_C08_S224_comb,3.8741,0,0,0,0,10.834,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
HNSCC20_P15_LN_F10_S262_comb,3.4112,0,0.67446,0,0.30334,12.563,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_D02_S230_comb,0,0,0,0,8.6994,11.219,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_G04_S268_comb,1.9895,0,0,0,4.1555,11.278,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_H08_S284_comb,4.6021,0,0,0,5.7293,10.5,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_E07_S55_comb,2.3937,0,0,6.2844,0,0.20914,0,Primary,Fibroblast,Fibroblast,20,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
HNSCC20_P5_pri_A01_S1_comb,1.3791,0,0.059355,0,8.5043,12.95,1,Primary,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_C05_S221_comb,0,0,0,0,0,11.215,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
HNSCC20_P5_pri_A04_S4_comb,0,0,0,0,10.058,11.412,0,Primary,0,0,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_E03_S243_comb,0,0,0,0,8.7204,9.7745,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_A03_S3_comb,0,0,5.3291,0,8.5459,11.222,1,Primary,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_B05_S209_comb,0,0,0,0,6.8666,11.093,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_G11_S275_comb,0,0,0.055196,0,6.2861,9.3081,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_B07_S211_comb,3.7524,0,0,0,7.8834,9.664,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_A08_S200_comb,0,4.4362,0.05797,0,0.16864,11.423,1,Lymph node,0,Cancer cells,20,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_G06_S270_comb,0,0,0,0,0,3.4197,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
HNSCC20_P15_LN_F06_S258_comb,0,0,0,0,7.9496,8.0036,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_G10_S82_comb,5.4998,6.0702,0,7.4836,0.16864,0,0,Primary,0,0,20,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
HNSCC20_P15_LN_G07_S271_comb,4.8254,0,3.6616,0,9.3859,11.021,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_B01_S205_comb,3.1892,0,0,0,6.8668,11.076,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_E02_S242_comb,6.7076,0.14796,0.13881,0,0.37851,10.367,1,Lymph node,0,Cancer cells,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_F06_S66_comb,4.2038,0,0,0,10.399,11.487,1,Primary,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_H11_S95_comb,2.4356,0,0.43082,0,7.7933,11.868,1,Primary,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_H04_S88_comb,5.4646,0,3.0706,0,9.5546,10.894,1,Primary,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_C07_S31_comb,3.8325,0,6.1521,0,9.688,10.729,1,Primary,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_B08_S212_comb,5.3719,0,4.9941,0,8.415,10.855,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_F04_S64_comb,3.9144,3.5853,6.568,0,9.2116,11.763,1,Primary,0,Cancer cells,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_H01_S85_comb,5.7777,0,0,5.8616,0,0,0,Primary,Fibroblast,Fibroblast,20,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HNSCC20_P15_LN_E11_S251_comb,0,2.5303,3.4501,0,2.2916,10.281,1,Lymph node,0,Cancer cells,20,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_H12_S96_comb,0,0,2.1593,0,9.0517,11.515,1,Primary,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_G07_S79_comb,3.4856,7.3573,3.9393,6.8096,0,0,0,Primary,Endothelial,Endothelial,20,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
HNSCC20_P5_pri_B08_S20_comb,5.4937,2.9633,0,6.0081,0,0,0,Primary,Fibroblast,Fibroblast,20,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC20_P5_pri_B12_S24_comb,4.3475,0,0,0,7.5519,11.34,1,Primary,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_D09_S45_comb,3.647,0,0.029983,0,8.4207,10.821,1,Primary,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_G09_S273_comb,0,0,0,0,7.9912,9.3047,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_F11_S263_comb,4.4288,0,0.16993,0,6.68,10.588,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_C02_S218_comb,3.6861,0.56657,3.9279,0,7.1206,12.74,1,Lymph node,0,Cancer cells,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_C07_S223_comb,0,0,0.75788,0,7.7405,10.552,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_H09_S285_comb,0,0,0,0,6.2533,7.8323,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_D01_S37_comb,0,0,0,0,0,10.147,1,Primary,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
HNSCC20_P15_LN_H06_S282_comb,0,0,0,0,5.6224,10.466,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_E09_S57_comb,4.7657,0,0,0,0,0.38405,0,Primary,0,0,20,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
HNSCC20_P15_LN_G10_S274_comb,0,0,0,0,4.5509,11.171,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_H07_S283_comb,0,0,4.6297,0,0.17249,12.27,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_A06_S6_comb,0,0,2.9021,0,10.714,11.728,1,Primary,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_B02_S206_comb,1.4265,0,0,2.1606,9.2509,10.183,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
HNSCC20_P5_pri_B05_S17_comb,3.6903,0,3.0931,0,9.7614,11.977,1,Primary,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_A11_S203_comb,3.6312,0,0,0,0,10.216,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
HNSCC20_P5_pri_D11_S47_comb,0,0,0,0,7.3748,12.487,1,Primary,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_D05_S233_comb,0,0,0,0,7.4996,10.995,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_H12_S288_comb,0,0,0,0,8.2766,9.8801,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_E05_S53_comb,1.6754,0,3.4713,0,7.019,10.699,1,Primary,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_E12_S60_comb,0,0.19409,3.0726,0,8.9114,12.097,1,Primary,0,Cancer cells,20,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_G03_S75_comb,0.64893,0,0.15963,0,5.7562,9.8126,1,Primary,0,Cancer cells,20,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P5_pri_B01_S13_comb,2.5288,0,0,5.7145,0,0,0,Primary,Fibroblast,Fibroblast,20,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HNSCC20_P5_pri_A11_S11_comb,4.2192,0,0,0,7.1978,10.005,1,Primary,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_E04_S244_comb,6.2098,0,0,0,6.974,9.9395,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P15_LN_D11_S239_comb,4.6837,0,0,0,9.4243,10.016,1,Lymph node,0,Cancer cells,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC20_P12_E06_S342_comb,0,0,2.9107,0,6.737,9.5276,1,Lymph node,0,Cancer cells,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC20_P12_A03_S291_comb,1.6731,0,0.097611,0,0,11.857,0,Lymph node,0,0,20,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
