cell_id,WBP5,ITGA5,LAMC2,VIM,KRT14,KRT17,is_cancer,site,non_cancer_type,compartment,patient,WBP5_detected,ITGA5_detected,LAMC2_detected,VIM_detected,KRT14_detected,KRT17_detected
HN28_P15_D06_S330_comb,0,0,0.082703,10.489,0.60975,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
HN28_P6_G05_S173_comb,0,0,0,9.4481,0.53705,0,0,Primary,Fibroblast,Fibroblast,28,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
HN26_P14_D11_S239_comb,3.1172,0,0,0,0,4.8624,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
HN26_P14_H05_S281_comb,3.206,0,0.062122,8.0888,0,0,0,Lymph node,Fibroblast,Fibroblast,26,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
HN26_P25_H09_S189_comb,0,0,4.8311,0.31846,7.3172,7.8578,1,Lymph node,0,Cancer cells,26,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
HN26_P14_H06_S282_comb,0,0,2.2576,2.0086,7.8757,9.7191,1,Lymph node,0,Cancer cells,26,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
HN25_P25_C04_S316_comb,0,3.5737,5.8375,7.4079,12.006,5.3123,1,Lymph node,0,Cancer cells,25,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
HN26_P25_A11_S107_comb,0,4.1102,0,9.9473,0,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
HN26_P25_C09_S129_comb,3.0133,0,0,0,0,7.8276,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
HNSCC26_P24_H05_S377_comb,0,0,3.5221,4.4883,6.9292,7.6179,1,Lymph node,0,Cancer cells,26,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
HN25_P5_E10_S58_comb,0,0,0,8.1605,0.62012,0,0,Primary,Fibroblast,Fibroblast,25,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
HN25_P24_B02_S110_comb,4.1952,1.3437,2.694,3.634,12.144,0.63134,1,Lymph node,0,Cancer cells,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HN25_P25_C01_S313_comb,0,0,0.11902,0.65901,0,0,0,Lymph node,B cell,B cell,25,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
HN28_P15_G06_S366_comb,0,0,0,9.8941,0,0.60502,0,Lymph node,Fibroblast,Fibroblast,28,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
HN26_P6_B06_S18_comb,0,0,0.10702,9.6299,0,0,0,Primary,Fibroblast,Fibroblast,26,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
HN25_P5_C05_S29_comb,4.8071,1.7159,0,9.0649,0,0,0,Primary,Fibroblast,Fibroblast,25,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HN28_P6_D09_S141_comb,0,0,0,9.0853,0,0,0,Primary,Fibroblast,Fibroblast,28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P5_H01_S85_comb,0.28924,0,2.7636,0,4.0808,6.3016,1,Primary,0,Cancer cells,26,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HN26_P13_D07_S139_comb,0,0,0,8.8619,0,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P5_E06_S54_comb,0.29396,0,2.6283,0,0,8.2369,1,Primary,0,Cancer cells,26,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
HN26_P26_H05_S377_comb,0,0,0,0.094912,0,5.7674,1,Lymph node,0,Cancer cells,26,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
HNSCC26_P24_F12_S360_comb,4.0679,0,2.2895,0,0,10.235,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
HNSCC26_P24_F03_S351_comb,3.2912,0,0,4.0119,6.5497,8.526,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
HN26_P6_D08_S44_comb,3.2823,0,2.664,0,4.0413,10.178,1,Primary,0,Cancer cells,26,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HN25_P5_E12_S60_comb,0,1.2642,0,8.6749,0,0,0,Primary,Fibroblast,Fibroblast,25,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC26_P24_C01_S313_comb,2.9228,0,0.066261,0,8.9691,8.4324,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HN25_P5_F01_S61_comb,4.6485,0,0,8.8784,0,0,0,Primary,Fibroblast,Fibroblast,25,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P5_D12_S48_comb,0,0,0,9.0692,0,0,0,Primary,Fibroblast,Fibroblast,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN25_P25_C11_S323_comb,5.5527,0,0,9.3348,0,5.1547,0,Lymph node,Fibroblast,Fibroblast,25,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
HN25_P25_B12_S312_comb,4.7508,5.7428,5.9079,7.2114,12.69,0.42008,1,Lymph node,0,Cancer cells,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HN25_P5_E11_S59_comb,2.8223,1.8887,3.028,6.2159,10.605,5.3337,1,Primary,0,Cancer cells,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HN26_P5_G11_S83_comb,6.4248,0,0,8.8711,0,0,0,Primary,Fibroblast,Fibroblast,26,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HNSCC26_P12_G04_S268_comb,0,0,0.13225,8.4989,0,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
HN25_P23_G05_S269_comb,0,0,0,7.7746,0,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P25_E02_S146_comb,0,0,3.0704,0,3.466,7.1571,1,Lymph node,0,Cancer cells,26,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HN25_P25_F01_S349_comb,0,0,0,9.9832,0,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P26_E10_S346_comb,1.3885,0,3.7231,0,3.9522,9.9367,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HN26_P6_B04_S16_comb,3.6002,3.0512,4.8113,0,9.7685,3.4564,1,Primary,0,Cancer cells,26,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HN25_P23_C01_S217_comb,0,0,0,7.6485,0,0,0,Lymph node,B cell,B cell,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN28_P6_A09_S105_comb,0,0,0,9.2027,0,0,0,Primary,Fibroblast,Fibroblast,28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN25_P25_E06_S342_comb,0,0,0,9.476,1.069,0.57628,0,Lymph node,Fibroblast,Fibroblast,25,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
HN25_P23_H09_S285_comb,0,0,0,8.2956,0,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN28_P6_H07_S187_comb,5.4038,0,4.772,9.5152,0,0,0,Primary,Fibroblast,Fibroblast,28,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
HNSCC26_P24_D01_S325_comb,3.8321,0,2.9063,0,0,7.5277,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
HN25_P24_H02_S182_comb,3.5913,8.6033,8.7193,8.9909,11.129,10.425,1,Lymph node,0,Cancer cells,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HN26_P13_E03_S147_comb,0,0,2.3118,3.1625,0,6.8778,1,Lymph node,0,Cancer cells,26,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
HN26_P25_B03_S111_comb,3.3121,0,2.853,4.1875,2.7954,6.5525,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
HNSCC26_P12_D11_S239_comb,0,0,0,7.7195,0,1.315,0,Lymph node,Fibroblast,Fibroblast,26,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
HN28_P6_B03_S111_comb,4.7403,0,0,7.788,0,0,0,Primary,Fibroblast,Fibroblast,28,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P5_H08_S92_comb,3.2019,0,0,0,7.1779,5.1391,1,Primary,0,Cancer cells,26,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HN25_P5_B06_S18_comb,3.5924,0,0,5.5401,0,0,0,Primary,myocyte,myocyte,25,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HN25_P5_B04_S16_comb,0.44148,4.3836,0,7.7323,0,0,0,Primary,#NAME?,#NAME?,25,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC26_P24_D02_S326_comb,2.6034,0,0,0,8.4939,7.7981,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HN25_P5_A05_S5_comb,0,4.9234,0,7.7191,0,0,0,Primary,Fibroblast,Fibroblast,25,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
HN26_P5_D09_S45_comb,0,0,3.5298,0,0,11.641,1,Primary,0,Cancer cells,26,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
HNSCC26_P12_G11_S275_comb,0.47923,0,0,9.1041,0,0.30334,0,Lymph node,Fibroblast,Fibroblast,26,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
HN26_P25_A01_S97_comb,0,1.5563,3.5926,0,7.9633,7.1851,1,Lymph node,0,Cancer cells,26,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
HN26_P25_A03_S99_comb,0,0,4.1211,0,4.6014,7.3921,1,Lymph node,0,Cancer cells,26,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC26_P12_H11_S287_comb,0,0,0,8.1371,0,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN25_P24_F06_S162_comb,6.3805,0.97453,0,10.195,0,0,0,Lymph node,Fibroblast,Fibroblast,25,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HN26_P6_A08_S8_comb,0,5.3143,0,7.3462,0,0,0,Primary,Fibroblast,Fibroblast,26,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC26_P24_H10_S382_comb,0,0,3.8169,8.9844,11.605,10.392,0,Lymph node,0,0,26,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
HN25_P5_B12_S24_comb,3.8609,3.8191,3.6678,6.0937,10.631,3.4843,1,Primary,0,Cancer cells,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HN28_P6_A02_S98_comb,0,0,1.3907,10.28,0,0,0,Primary,Fibroblast,Fibroblast,28,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
HN25_P24_G02_S170_comb,6.7578,5.5485,0,9.7096,0.44148,0,0,Lymph node,Fibroblast,Fibroblast,25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
HN26_P13_C04_S124_comb,0,0,0,0,0,8.893,1,Lymph node,0,Cancer cells,26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
HN25_P25_A12_S300_comb,2.9165,4.6109,4.087,7.0915,11.181,3.895,1,Lymph node,0,Cancer cells,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HN26_P14_C05_S221_comb,0,0,0,8.5347,0,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN25_P24_H04_S184_comb,6.3479,0,0,8.9817,0,0,0,Lymph node,Fibroblast,Fibroblast,25,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P25_A07_S103_comb,0,0,0,9.241,0,0,0,Lymph node,Macrophage,Macrophage,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HNSCC26_P12_H07_S283_comb,0.56365,5.3517,0,7.3531,0,0,1,Lymph node,0,Cancer cells,26,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HN26_P25_C02_S122_comb,2.6182,1.8616,3.2984,0,3.1704,6.0051,1,Lymph node,0,Cancer cells,26,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HN26_P26_F06_S354_comb,3.38,0,3.2048,0,0,0,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
HN28_P6_H10_S190_comb,0,0,0,9.8893,0,0,0,Primary,Fibroblast,Fibroblast,28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN25_P25_C07_S319_comb,3.1192,2.6189,2.7814,6.3893,10.657,7.0348,1,Lymph node,0,Cancer cells,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC26_P24_C09_S321_comb,6.1701,0,0.13488,0,6.335,7.9155,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC26_P24_F08_S356_comb,0.48336,0,0,8.9119,0,0,0,Lymph node,Fibroblast,Fibroblast,26,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HN28_P6_G06_S174_comb,0,0,0,7.8424,0,0,0,Primary,Fibroblast,Fibroblast,28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN25_P5_H09_S93_comb,0,0,0,9.9511,0,0,0,Primary,Fibroblast,Fibroblast,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P14_A02_S194_comb,0,0,0.32654,8.7608,0,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
HNSCC26_P24_B09_S309_comb,5.2063,0.059355,3.4507,0,10.009,9.822,1,Lymph node,0,Cancer cells,26,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HN26_P13_F04_S160_comb,0,0,0,9.984,0,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN25_P24_A08_S104_comb,0,0,0,8.1944,0,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P13_F07_S163_comb,0,0,0,8.6389,0,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P13_D06_S138_comb,3.2222,0,0.8512,0,8.8978,6.584,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HN28_P15_B12_S312_comb,2.3863,0.62761,6.892,0,11.545,10.051,1,Lymph node,0,Cancer cells,28,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HN28_P15_D11_S335_comb,6.8556,5.316,0,8.8756,0,0,0,Lymph node,Fibroblast,Fibroblast,28,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HN28_P15_C09_S321_comb,6.3191,0,0,8.1592,0,0,0,Lymph node,Fibroblast,Fibroblast,28,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P25_G03_S171_comb,5.0071,0,0,0,7.2251,5.8001,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HN28_P6_C01_S121_comb,0,5.237,0,9.2524,0,0,0,Primary,Endothelial,Endothelial,28,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
HN25_P23_H02_S278_comb,0,0,0,8.0802,1.8992,0.39616,0,Lymph node,B cell,B cell,25,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
HN26_P25_E03_S147_comb,1.9107,0,2.6668,3.1541,0,0,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
HN26_P5_F06_S66_comb,7.0801,0.90458,0,9.804,0,0,0,Primary,Fibroblast,Fibroblast,26,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HN28_P15_A01_S289_comb,5.0884,0,0,8.5502,0,0,0,Lymph node,Fibroblast,Fibroblast,28,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P25_F09_S165_comb,0,2.8365,1.2726,4.2917,9.3989,9.0644,1,Lymph node,0,Cancer cells,26,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
HN25_P5_B01_S13_comb,5.4554,0,0.10434,7.8536,0.52907,0,0,Primary,Fibroblast,Fibroblast,25,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
HN26_P6_B02_S14_comb,3.9438,0,3.9546,0,8.3071,6.8487,1,Primary,0,Cancer cells,26,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC26_P24_A09_S297_comb,3.898,0,0,2.0817,0,0,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HN28_P6_E12_S156_comb,6.3696,4.4232,3.7928,9.0927,0,0,0,Primary,Fibroblast,Fibroblast,28,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
HN25_P5_G10_S82_comb,4.3377,0.30685,0,8.1928,0,0,0,Primary,Fibroblast,Fibroblast,25,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC26_P24_F11_S359_comb,0.29748,0,3.6284,0,8.4998,8.7711,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HN26_P13_G10_S178_comb,6.3046,0,0.78743,8.9794,0,0,0,Lymph node,Fibroblast,Fibroblast,26,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
HN26_P6_G03_S75_comb,0,0,0,8.7303,0,0,0,Primary,Fibroblast,Fibroblast,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN25_P24_B12_S120_comb,0,0,0,5.3993,0,0,0,Lymph node,T cell,T cell,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P13_B04_S112_comb,3.0444,0,2.9057,0,8.3881,7.3677,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HN26_P13_H09_S189_comb,0,0,0.19535,9.1339,0,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
HN25_P5_E09_S57_comb,1.7088,4.0169,0.86156,5.6097,12.261,7.3914,1,Primary,0,Cancer cells,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HN26_P26_D03_S327_comb,4.6861,0,0,0,2.4647,6.8221,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HN26_P14_B04_S208_comb,2.892,0,6.1231,0,7.1146,0.11103,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HN25_P25_F05_S353_comb,0,0,0,8.2473,0.41468,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
HN26_P14_H03_S279_comb,0,0,3.6792,0,0,6.9586,1,Lymph node,0,Cancer cells,26,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
HN28_P6_D03_S135_comb,5.0902,0,0,7.8802,0,0,0,Primary,Fibroblast,Fibroblast,28,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P5_F01_S61_comb,6.7987,0,0,9.3376,0,0,0,Primary,Fibroblast,Fibroblast,26,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HNSCC26_P24_G03_S363_comb,0,0,0,0,8.2497,9.2423,0,Lymph node,0,0,26,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HN28_P6_A11_S107_comb,0,0,0.1635,0,10.909,10.048,0,Primary,0,0,28,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HN26_P14_F07_S259_comb,0,0,0,7.7584,0,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P25_G08_S176_comb,4.5083,0,0,5.5121,0.15186,9.015,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
HN25_P25_G12_S372_comb,3.7,4.3111,4.2317,8.2311,10.125,0,1,Lymph node,0,Cancer cells,25,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
HNSCC26_P12_F04_S256_comb,4.5398,0,6.3343,5.0053,0,8.567,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
HN26_P6_B05_S17_comb,3.5414,0,3.1654,0,7.8156,6.0497,1,Primary,0,Cancer cells,26,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HN26_P26_H04_S376_comb,2.5864,0,0,1.8984,0,7.9526,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
HN28_P15_B10_S310_comb,0,0,0,2.4279,0,0,0,Lymph node,B cell,B cell,28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN28_P15_F05_S353_comb,5.0607,5.5565,0,9.894,2.2863,1.5955,0,Lymph node,Fibroblast,Fibroblast,28,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
HN25_P25_B08_S308_comb,0,0,0,0.36737,0,0,0,Lymph node,Dendritic,Dendritic,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HNSCC26_P24_E10_S346_comb,6.9658,0,0,8.2002,0,0,0,Lymph node,Fibroblast,Fibroblast,26,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P5_F02_S62_comb,0,0,1.1596,0,0,0,1,Primary,0,Cancer cells,26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
HN28_P15_D01_S325_comb,0,0,0,9.6767,0,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN25_P25_A07_S295_comb,0,1.539,0,10.456,0.26664,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
HN26_P14_C10_S226_comb,0,0,0,4.4673,0,0,1,Lymph node,0,Cancer cells,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HNSCC26_P24_H08_S380_comb,3.5783,0,1.6996,4.3913,0,9.781,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
HN26_P5_G03_S75_comb,6.265,0,0,8.2724,0,0,0,Primary,Fibroblast,Fibroblast,26,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HN25_P5_D05_S41_comb,5.6776,0,0.12433,8.5169,0,0,0,Primary,Fibroblast,Fibroblast,25,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
HN26_P26_D10_S334_comb,5.0788,0.069015,0,9.8607,0,0,0,Lymph node,Fibroblast,Fibroblast,26,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HN26_P6_H12_S96_comb,0,6.2691,0,9.4088,0,0,0,Primary,Fibroblast,Fibroblast,26,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
HN25_P5_D12_S48_comb,5.5333,4.1595,4.7318,6.7534,10.244,4.1953,1,Primary,0,Cancer cells,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HN25_P5_F12_S72_comb,3.3576,4.2135,4.5006,4.2943,10.361,12.281,1,Primary,0,Cancer cells,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HN26_P14_C04_S220_comb,0,0,3.1798,0,8.0253,5.8222,1,Lymph node,0,Cancer cells,26,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HN26_P26_B12_S312_comb,5.5197,0,0,0,5.8669,10.075,1,Lymph node,0,Cancer cells,26,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HN25_P5_E06_S54_comb,2.8166,3.8123,0,9.8832,0.17505,0,0,Primary,Fibroblast,Fibroblast,25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
HN25_P23_B12_S216_comb,4.681,0,2.818,5.8397,12.351,7.0203,1,Lymph node,0,Cancer cells,25,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
HN26_P25_H04_S184_comb,2.5668,1.8781,0.048236,0,9.0586,8.4737,1,Lymph node,0,Cancer cells,26,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HN28_P6_E06_S150_comb,3.8927,0,0,9.2627,0,0,0,Primary,Fibroblast,Fibroblast,28,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HN25_P24_D08_S140_comb,5.1471,0,0,9.0591,0,0,0,Lymph node,Fibroblast,Fibroblast,25,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HN28_P6_E09_S153_comb,0,4.9019,0.14535,8.9414,0,0,0,Primary,Fibroblast,Fibroblast,28,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
HN26_P26_D12_S336_comb,1.7407,0.27501,0,0,5.4239,4.8427,1,Lymph node,0,Cancer cells,26,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
HN26_P26_F07_S355_comb,3.1423,2.5145,0,0,9.6107,8.1547,1,Lymph node,0,Cancer cells,26,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
HN28_P15_G07_S367_comb,3.9221,0,5.2599,0,10.855,9.9061,1,Lymph node,0,Cancer cells,28,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HN25_P23_B11_S215_comb,0.72596,0,0,10.223,1.5993,0,0,Lymph node,Fibroblast,Fibroblast,25,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
HN25_P24_G09_S177_comb,0,5.6841,4.607,8.9931,1.2845,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
HN28_P15_F12_S360_comb,3.6114,0,4.9715,0,12.098,8.4541,1,Lymph node,0,Cancer cells,28,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HN28_P15_A06_S294_comb,0,0,0,8.5308,0,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P14_D08_S236_comb,0,0,0,8.3539,0,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN28_P15_H10_S382_comb,2.6003,0,0.15316,9.148,0,0,0,Lymph node,Fibroblast,Fibroblast,28,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
HN26_P25_C12_S132_comb,3.6388,1.742,3.8277,0,0,0,1,Lymph node,0,Cancer cells,26,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
HN25_P24_E11_S155_comb,0,0,0,9.3105,0,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN26_P13_G06_S174_comb,0,0,0,7.1768,0,0,0,Lymph node,B cell,B cell,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HN25_P5_F09_S69_comb,2.3294,2.5811,3.6152,7.8516,10.75,6.9401,1,Primary,0,Cancer cells,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HN26_P25_E11_S155_comb,0,0,3.2029,0,0,7.7573,0,Lymph node,0,0,26,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
HN25_P23_E12_S252_comb,0,4.0679,5.1189,0,9.0316,10.782,1,Lymph node,0,Cancer cells,25,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
