cell_id,WBP5,is_cancer,site,non_cancer_type,compartment,patient,detected
HNSCC28_P2_B10_S22_comb,5.4347,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P13_B12_S216_comb,3.2428,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P13_D10_S238_comb,0,0,Lymph node,B cell,B cell,28,FALSE
HNSCC28_P12_B10_S214_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_E05_S245_comb,5.6292,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P12_C07_S223_comb,3.4603,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P2_A01_S1_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P13_D11_S239_comb,0,0,Lymph node,B cell,B cell,28,FALSE
HNSCC28_P13_G03_S267_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P1_A05_S5_comb,4.6359,0,Primary,Endothelial,Endothelial,28,TRUE
HNSCC28_P13_A07_S199_comb,1.3039,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P12_B08_S212_comb,4.7682,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P13_D02_S230_comb,0,0,Lymph node,T cell,T cell,28,FALSE
HNSCC28_P13_E08_S248_comb,4.2874,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P13_E12_S252_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_H09_S285_comb,5.1288,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P13_H03_S279_comb,4.8808,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P1_E10_S58_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P1_G02_S74_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_F06_S66_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_H10_S286_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P1_D09_S45_comb,0.80735,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P12_B11_S215_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_G07_S271_comb,0,0,Lymph node,B cell,B cell,28,FALSE
HNSCC28_P12_G02_S266_comb,5.5646,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P2_E07_S55_comb,4.2388,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P13_E10_S250_comb,1.5084,0,Lymph node,0,0,28,TRUE
HNSCC28_P13_F12_S264_comb,4.7871,0,Lymph node,Endothelial,Endothelial,28,TRUE
HNSCC28_P13_D09_S237_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P13_D12_S240_comb,0,0,Lymph node,B cell,B cell,28,FALSE
HNSCC28_P12_A11_S203_comb,1.3561,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P2_A02_S2_comb,2.461,1,Primary,0,Cancer cells,28,TRUE
HNSCC28_P2_G01_S73_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_D01_S229_comb,1.334,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P1_D04_S40_comb,3.7639,1,Primary,0,Cancer cells,28,TRUE
HNSCC28_P2_G07_S79_comb,0,0,Primary,myocyte,myocyte,28,FALSE
HNSCC28_P2_F05_S65_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_F03_S63_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_A09_S201_comb,5.0898,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P13_E03_S243_comb,2.5563,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P13_E04_S244_comb,3.5669,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P1_A01_S1_comb,6.3651,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P13_A01_S193_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P1_H12_S96_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P1_E08_S56_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P1_F07_S67_comb,1.782,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P13_F01_S253_comb,3.1779,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P13_E06_S246_comb,3.0188,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P1_F11_S71_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_H03_S87_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P1_F10_S70_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_C09_S225_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_D12_S48_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_D07_S235_comb,3.1928,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P13_A12_S204_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_E03_S243_comb,2.5074,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P12_A10_S202_comb,3.1583,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P1_B05_S17_comb,5.4545,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P1_D03_S39_comb,6.5394,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P1_C05_S29_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_C04_S220_comb,3.1561,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P1_H03_S87_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P13_F09_S261_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_D11_S239_comb,0,0,Lymph node,B cell,B cell,28,FALSE
HNSCC28_P2_E06_S54_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_H04_S88_comb,0.96791,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P13_G12_S276_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_D02_S38_comb,0,0,Primary,myocyte,myocyte,28,FALSE
HNSCC28_P1_H09_S93_comb,6.376,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P2_A11_S11_comb,6.0184,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P2_E05_S53_comb,3.7751,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P1_E04_S52_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_C12_S228_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_A05_S5_comb,5.5281,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P1_B03_S15_comb,2.4492,1,Primary,0,Cancer cells,28,TRUE
HNSCC28_P13_B09_S213_comb,0,0,Lymph node,B cell,B cell,28,FALSE
HNSCC28_P13_G06_S270_comb,2.2687,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P2_E09_S57_comb,4.0872,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P12_G05_S269_comb,5.861,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P13_C06_S222_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P13_C05_S221_comb,2.434,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P2_D06_S42_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_E01_S49_comb,3.766,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P13_C01_S217_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_B08_S20_comb,0.49978,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P12_C05_S221_comb,0,1,Lymph node,0,Cancer cells,28,FALSE
HNSCC28_P1_D08_S44_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_D09_S237_comb,3.0151,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P1_H05_S89_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P1_D07_S43_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_E11_S251_comb,5.7049,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P1_A12_S12_comb,3.3651,1,Primary,0,Cancer cells,28,TRUE
HNSCC28_P12_H04_S280_comb,3.7909,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P12_H11_S287_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P13_F10_S262_comb,0,0,Lymph node,B cell,B cell,28,FALSE
HNSCC28_P2_B02_S14_comb,5.3083,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P1_A10_S10_comb,5.8219,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P12_F01_S253_comb,3.8427,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P1_C01_S25_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_D08_S44_comb,4.8966,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P2_B11_S23_comb,0,0,Primary,Endothelial,Endothelial,28,FALSE
HNSCC28_P13_E05_S245_comb,3.0047,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P13_H06_S282_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_D02_S230_comb,3.0095,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P2_D11_S47_comb,2.467,1,Primary,0,Cancer cells,28,TRUE
HNSCC28_P13_E09_S249_comb,4.4234,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P2_D05_S41_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P1_F04_S64_comb,5.6416,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P2_H11_S95_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_H07_S91_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P1_A03_S3_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P1_C02_S26_comb,6.0014,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P12_D04_S232_comb,3.4179,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P2_D09_S45_comb,4.6948,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P12_F05_S257_comb,3.7926,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P1_E01_S49_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_E04_S244_comb,3.4088,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P2_D03_S39_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_C03_S27_comb,0,0,Primary,0,0,28,FALSE
HNSCC28_P12_C11_S227_comb,2.7723,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P12_G10_S274_comb,2.1603,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P2_A03_S3_comb,5.5794,0,Primary,Endothelial,Endothelial,28,TRUE
HNSCC28_P12_B04_S208_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_C01_S25_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_A04_S196_comb,0,0,Lymph node,T cell,T cell,28,FALSE
HNSCC28_P2_D07_S43_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_G03_S75_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_B07_S19_comb,0,1,Primary,0,Cancer cells,28,FALSE
HNSCC28_P2_D04_S40_comb,2.6647,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P1_D12_S48_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_E12_S252_comb,2.0659,0,Lymph node,B cell,B cell,28,TRUE
HNSCC28_P1_F08_S68_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P13_H10_S286_comb,0,0,Lymph node,B cell,B cell,28,FALSE
HNSCC28_P13_G11_S275_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P13_D07_S235_comb,3.0661,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P1_F05_S65_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_F08_S260_comb,3.6894,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P12_G11_S275_comb,3.2151,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P1_E12_S60_comb,5.6684,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P1_A11_S11_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_F04_S64_comb,6.1411,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P2_B03_S15_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P1_B07_S19_comb,3.0362,1,Primary,0,Cancer cells,28,TRUE
HNSCC28_P13_H05_S281_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_B03_S207_comb,0,1,Lymph node,0,Cancer cells,28,FALSE
HNSCC28_P2_F07_S67_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P1_A02_S2_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_B04_S16_comb,0,1,Primary,0,Cancer cells,28,FALSE
HNSCC28_P2_G05_S77_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_C12_S36_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P1_H08_S92_comb,0.82701,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P2_C07_S31_comb,5.0909,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P1_H02_S86_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P1_E03_S51_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_G08_S80_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_H08_S92_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_G02_S74_comb,0.80488,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P13_E11_S251_comb,1.8078,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P13_H04_S280_comb,0,1,Lymph node,0,Cancer cells,28,FALSE
HNSCC28_P12_H12_S288_comb,4.5271,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P13_E02_S242_comb,2.6572,1,Lymph node,0,Cancer cells,28,TRUE
HNSCC28_P12_F12_S264_comb,6.2875,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HNSCC28_P1_G04_S76_comb,3.2137,1,Primary,0,Cancer cells,28,TRUE
HNSCC28_P2_G12_S84_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P1_G11_S83_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P12_C03_S219_comb,0,1,Lymph node,0,Cancer cells,28,FALSE
HNSCC28_P2_A07_S7_comb,4.3102,0,Primary,Endothelial,Endothelial,28,TRUE
HNSCC28_P2_C10_S34_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC28_P2_E10_S58_comb,5.5455,0,Primary,Endothelial,Endothelial,28,TRUE
HNSCC28_P2_A08_S8_comb,2.5743,1,Primary,0,Cancer cells,28,TRUE
HNSCC28_P2_C02_S26_comb,6.0134,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC26_P11_R_LN_C05_S317_comb,3.058,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC26_P1_pri_G10_S178_comb,0,1,Primary,0,Cancer cells,26,FALSE
HNSCC26_P1_pri_F06_S162_comb,0,1,Primary,0,Cancer cells,26,FALSE
HNSCC26_P11_R_LN_C03_S315_comb,5.1515,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC25_P19_LN_C10_S226_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HNSCC26_P1_pri_C12_S132_comb,7.5195,0,Primary,Fibroblast,Fibroblast,26,TRUE
HNSCC26_P11_R_LN_D09_S333_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HNSCC26_P11_R_LN_C08_S320_comb,2.7242,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC26_P11_R_LN_E11_S347_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HNSCC26_P11_R_LN_A04_S292_comb,5.1286,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC26_P11_R_LN_B04_S304_comb,0.55778,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC26_P1_pri_B06_S114_comb,0,0,Primary,Fibroblast,Fibroblast,26,FALSE
HNSCC26_P1_pri_D11_S143_comb,5.7171,0,Primary,Fibroblast,Fibroblast,26,TRUE
HNSCC26_P1_pri_G02_S170_comb,4.4162,1,Primary,0,Cancer cells,26,TRUE
HNSCC26_P1_pri_B02_S110_comb,0,0,Primary,Fibroblast,Fibroblast,26,FALSE
HNSCC25_P19_LN_D06_S234_comb,5.117,0,Lymph node,B cell,B cell,25,TRUE
HNSCC26_P1_pri_E03_S147_comb,0,0,Primary,Dendritic,Dendritic,26,FALSE
HNSCC26_P11_R_LN_G06_S366_comb,4.3098,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC26_P11_R_LN_F12_S360_comb,4.1704,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC26_P11_R_LN_A06_S294_comb,5.1128,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC25_P19_LN_D03_S231_comb,5.4162,1,Lymph node,0,Cancer cells,25,TRUE
HNSCC26_P11_R_LN_B09_S309_comb,4.9995,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC25_P19_LN_C06_S222_comb,0,1,Lymph node,0,Cancer cells,25,FALSE
HNSCC26_P1_pri_H09_S189_comb,0,1,Primary,0,Cancer cells,26,FALSE
HNSCC26_P11_R_LN_B07_S307_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HNSCC25_P19_LN_G11_S275_comb,0,0,Lymph node,B cell,B cell,25,FALSE
HNSCC25_P19_LN_H04_S280_comb,4.029,1,Lymph node,0,Cancer cells,25,TRUE
HNSCC26_P11_R_LN_D04_S328_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HNSCC26_P1_pri_D01_S133_comb,0,0,Primary,Fibroblast,Fibroblast,26,FALSE
HNSCC26_P11_R_LN_B05_S305_comb,0,0,Lymph node,0,0,26,FALSE
HNSCC26_P1_pri_H03_S183_comb,5.0018,1,Primary,0,Cancer cells,26,TRUE
HNSCC25_P19_LN_H12_S288_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HNSCC26_P11_R_LN_G09_S369_comb,7.3769,0,Lymph node,Fibroblast,Fibroblast,26,TRUE
HNSCC26_P1_pri_H11_S191_comb,0,0,Primary,Fibroblast,Fibroblast,26,FALSE
HNSCC26_P11_R_LN_A09_S297_comb,4.0497,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC26_P1_pri_E07_S151_comb,0,1,Primary,0,Cancer cells,26,FALSE
HNSCC26_P1_pri_G01_S169_comb,7.6928,0,Primary,0,0,26,TRUE
HNSCC25_P19_LN_D10_S238_comb,6.0015,0,Lymph node,Fibroblast,Fibroblast,25,TRUE
HNSCC26_P1_pri_E09_S153_comb,0,1,Primary,0,Cancer cells,26,FALSE
HNSCC26_P11_R_LN_A01_S289_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HNSCC26_P1_pri_C01_S121_comb,5.1162,1,Primary,0,Cancer cells,26,TRUE
HNSCC26_P1_pri_E06_S150_comb,0,1,Primary,0,Cancer cells,26,FALSE
HNSCC26_P11_R_LN_H06_S378_comb,4.1719,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC26_P11_R_LN_A11_S299_comb,0,0,Lymph node,0,0,26,FALSE
HNSCC26_P11_R_LN_D10_S334_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HNSCC26_P11_R_LN_C06_S318_comb,0,0,Lymph node,0,0,26,FALSE
HNSCC26_P1_pri_D12_S144_comb,0,1,Primary,0,Cancer cells,26,FALSE
HNSCC26_P1_pri_F07_S163_comb,4.6345,1,Primary,0,Cancer cells,26,TRUE
HNSCC26_P1_pri_B09_S117_comb,5.4946,1,Primary,0,Cancer cells,26,TRUE
HNSCC26_P11_R_LN_D02_S326_comb,5.7815,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC26_P11_R_LN_H03_S375_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HNSCC25_P19_LN_B04_S208_comb,0,0,Lymph node,B cell,B cell,25,FALSE
HNSCC26_P1_pri_H01_S181_comb,0,0,Primary,Fibroblast,Fibroblast,26,FALSE
HNSCC26_P11_R_LN_A02_S290_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HNSCC26_P11_R_LN_G12_S372_comb,0,0,Lymph node,0,0,26,FALSE
HNSCC25_P19_LN_G10_S274_comb,4.1616,1,Lymph node,0,Cancer cells,25,TRUE
HNSCC25_P19_LN_F05_S257_comb,0,1,Lymph node,0,Cancer cells,25,FALSE
HNSCC26_P1_pri_D04_S136_comb,0,1,Primary,0,Cancer cells,26,FALSE
HNSCC26_P11_R_LN_H09_S381_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HNSCC26_P11_R_LN_F11_S359_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HNSCC26_P11_R_LN_E08_S344_comb,4.6535,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC25_P19_LN_B09_S213_comb,1.538,0,Lymph node,Fibroblast,Fibroblast,25,TRUE
HNSCC25_P19_LN_E02_S242_comb,7.8883,0,Lymph node,Fibroblast,Fibroblast,25,TRUE
HNSCC26_P1_pri_C06_S126_comb,0,1,Primary,0,Cancer cells,26,FALSE
HNSCC26_P1_pri_H05_S185_comb,0,1,Primary,0,Cancer cells,26,FALSE
HNSCC25_P19_LN_A02_S194_comb,0,1,Lymph node,0,Cancer cells,25,FALSE
HNSCC26_P1_pri_F11_S167_comb,1.2247,0,Primary,Fibroblast,Fibroblast,26,TRUE
HNSCC26_P1_pri_A01_S97_comb,0,1,Primary,0,Cancer cells,26,FALSE
HNSCC26_P11_R_LN_D01_S325_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HNSCC25_P19_LN_E05_S245_comb,3.7649,1,Lymph node,0,Cancer cells,25,TRUE
HNSCC26_P11_R_LN_H02_S374_comb,4.6778,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC25_P19_LN_A10_S202_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HNSCC25_P19_LN_C05_S221_comb,0,1,Lymph node,0,Cancer cells,25,FALSE
HNSCC26_P1_pri_A05_S101_comb,5.0562,1,Primary,0,Cancer cells,26,TRUE
HNSCC26_P11_R_LN_C07_S319_comb,0,0,Lymph node,0,0,26,FALSE
HNSCC26_P11_R_LN_C09_S321_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HNSCC25_P19_LN_D05_S233_comb,0,0,Lymph node,B cell,B cell,25,FALSE
HNSCC25_P19_LN_H09_S285_comb,0,1,Lymph node,0,Cancer cells,25,FALSE
HNSCC25_P19_LN_E11_S251_comb,4.4179,0,Lymph node,#NAME?,#NAME?,25,TRUE
HNSCC25_P19_LN_F09_S261_comb,5.4473,1,Lymph node,0,Cancer cells,25,TRUE
HNSCC25_P19_LN_C09_S225_comb,0,0,Lymph node,B cell,B cell,25,FALSE
HNSCC22_P4_A12_S12_comb,4.1506,1,Primary,0,Cancer cells,22,TRUE
HNSCC25_P1_pri_C02_S26_comb,4.3534,1,Primary,0,Cancer cells,25,TRUE
HNSCC24_P13_R_LN_D09_S141_comb,0,0,Primary,Fibroblast,Fibroblast,24,FALSE
HNSCC22_P4_C04_S28_comb,2.9826,1,Primary,0,Cancer cells,22,TRUE
HNSCC24_P13_R_LN_F03_S159_comb,3.8898,0,Primary,Fibroblast,Fibroblast,24,TRUE
HNSCC25_P1_pri_B09_S21_comb,7.2067,0,Primary,Fibroblast,Fibroblast,25,TRUE
HNSCC22_P4_B03_S15_comb,0,0,Primary,Fibroblast,Fibroblast,22,FALSE
HNSCC22_P2_pri_F01_S253_comb,0,0,Primary,Fibroblast,Fibroblast,22,FALSE
HNSCC22_P4_H06_S90_comb,5.0131,0,Primary,Fibroblast,Fibroblast,22,TRUE
HNSCC22_P4_C05_S29_comb,0,1,Primary,0,Cancer cells,22,FALSE
HNSCC22_P4_H07_S91_comb,0.2558,1,Primary,0,Cancer cells,22,TRUE
HNSCC24_P13_R_LN_B05_S113_comb,4.2918,0,Primary,Fibroblast,Fibroblast,24,TRUE
HNSCC22_P4_D03_S39_comb,1.771,0,Primary,Fibroblast,Fibroblast,22,TRUE
HNSCC22_P2_pri_G06_S270_comb,0,0,Primary,Fibroblast,Fibroblast,22,FALSE
HNSCC25_P1_pri_C09_S33_comb,0,0,Primary,Fibroblast,Fibroblast,25,FALSE
HNSCC25_P1_pri_G11_S83_comb,0,0,Primary,0,0,25,FALSE
HNSCC25_P1_pri_G01_S73_comb,0,1,Primary,0,Cancer cells,25,FALSE
HNSCC24_P13_R_LN_F12_S168_comb,6.5636,0,Primary,Fibroblast,Fibroblast,24,TRUE
HNSCC25_P1_pri_B05_S17_comb,4.3401,1,Primary,0,Cancer cells,25,TRUE
HNSCC22_P4_C11_S35_comb,0,0,Primary,Mast,Mast,22,FALSE
HNSCC24_P13_R_LN_A03_S99_comb,4.1206,0,Primary,Fibroblast,Fibroblast,24,TRUE
HNSCC22_P4_G10_S82_comb,0,1,Primary,0,Cancer cells,22,FALSE
HNSCC24_P13_R_LN_E12_S156_comb,4.3856,0,Primary,Fibroblast,Fibroblast,24,TRUE
HNSCC24_P25_L_LN_B12_S312_comb,0,0,Primary,0,0,24,FALSE
HNSCC22_P4_E06_S54_comb,5.0328,1,Primary,0,Cancer cells,22,TRUE
HNSCC24_P13_R_LN_C09_S129_comb,0,0,Primary,Fibroblast,Fibroblast,24,FALSE
HNSCC22_P2_pri_F09_S261_comb,7.2511,0,Primary,Fibroblast,Fibroblast,22,TRUE
HNSCC22_P4_H11_S95_comb,0,0,Primary,Fibroblast,Fibroblast,22,FALSE
HNSCC22_P4_E07_S55_comb,3.296,1,Primary,0,Cancer cells,22,TRUE
HNSCC22_P4_H10_S94_comb,3.9079,1,Primary,0,Cancer cells,22,TRUE
HNSCC22_P2_pri_G08_S272_comb,0,0,Primary,Fibroblast,Fibroblast,22,FALSE
HNSCC25_P1_pri_H04_S88_comb,0,0,Primary,Fibroblast,Fibroblast,25,FALSE
