cancer,gene,rho,p,adj.p
HNSC (n=520),VIM,0.218237994581003,1.07449897186814e-06,2.92736094769377e-06
HNSC-HPV+ (n=97),VIM,0.163349993746119,0.128339501474643,0.128339501474643
HNSC-HPV- (n=421),VIM,0.235594457503755,1.95157396512918e-06,2.92736094769377e-06
