cancer,gene,rho,p,adj.p
HNSC (n=520),ITGA5,0.304349178321459,5.82679620806112e-12,1.74803886241834e-11
HNSC-HPV+ (n=97),ITGA5,0.202696330498532,0.0582271754691809,0.0582271754691809
HNSC-HPV- (n=421),ITGA5,0.310746853166155,2.21761329320845e-10,3.32641993981267e-10
