cancer,gene,rho,p,adj.p
HNSC (n=520),KRT14,-0.0613047044154408,0.162741194635822,0.244111791953733
HNSC-HPV+ (n=97),KRT14,-0.0979249947401641,0.33996090934726,0.33996090934726
HNSC-HPV- (n=421),KRT14,-0.0911829364587974,0.0615879743807213,0.184763923142164
