ligand,n_replicates,mean_kcal_per_mol,SD,min,max,seed_42,seed_1042,seed_2042,seed_3042,seed_4042
Candidate_1,5,-5.440,0.055,-5.5,-5.4,-5.4,-5.4,-5.5,-5.5,-5.4
