Compound,Model ID,Energy,nRot
Posaconazole_ZINC000164119553,1,-5.9,13
Pipramadol_ZINC000027556351,1,-5.9,7
Topotecan_ZINC000001611274,1,-5.9,5
Bendroflumethiazide_ZINC000000897222,1,-5.9,5
Xinidamine_ZINC000000002246,1,-5.9,3
Mefloquine_ZINC000000897089,1,-5.9,5
Flortaucipir_ZINC000148048492,1,-5.9,1
Etoposide_ZINC000003925951,1,-5.9,8
Demexiptiline_ZINC000001542913,1,-5.9,4
Tiomergine_ZINC000004217573,1,-5.9,3
Teniposide_ZINC000004099008,1,-5.9,9
Polydatin_ZINC000012888734,1,-5.9,11
Enalaprilat_ZINC000003812851,1,-5.9,8
Oxiramide_ZINC000004214064,1,-5.9,9
Difenpiramide_ZINC000000001293,1,-5.9,4
Ketoconazole_ZINC000000643153,1,-5.9,7
Cloroperone_ZINC000004215442,1,-5.9,7
Zd-4190_ZINC000001490292,1,-5.9,7
Teniposide_ZINC000150652469,1,-5.9,9
Etalocib_ZINC000003930629,1,-5.9,14
Bisoxatin-acetate_ZINC000000608211,1,-5.9,6
Teoprolol_ZINC000001846193,1,-5.9,10
Proroxan_ZINC000003087481,1,-5.9,5
Fenticonazole_ZINC000001542894,1,-5.9,8
Trefentanil_ZINC000000538484,1,-5.9,8
Verucerfont_ZINC000034661169,1,-5.9,6
Tosufloxacin_ZINC000021983587,1,-5.9,4
Posaconazole_ZINC000060392779,1,-5.9,13
Zoloperone_ZINC000036093059,1,-5.9,7
Varlitinib_ZINC000013980035,1,-5.9,7
Rucaparib_ZINC000000025958,1,-5.9,3
Cintazone_ZINC000002038936,1,-5.9,5
Elziverine_ZINC000072266916,1,-5.9,10
Lumefantrine_ZINC000013831151,1,-5.9,11
Gsk189254_ZINC000003961799,1,-5.9,4
Deserpidine_ZINC000004097186,1,-5.9,9
Terconazole_ZINC000003873934,1,-5.9,8
Losmiprofen_ZINC000000000433,1,-5.9,5
Prenoxdiazine_ZINC000000538227,1,-5.9,7
Troglitazone_ZINC000000968277,1,-5.9,6
Fasiglifam_ZINC000068208039,1,-5.9,11
Meclonazepam_ZINC000004216812,1,-5.9,2
Estriol_ZINC000012402601,1,-5.9,3
Fenbufen_ZINC000000001427,1,-5.9,5
Mubritinib_ZINC000011679877,1,-5.9,11
Lometrexol_ZINC000008577213,1,-5.9,11
Dioxadrol_ZINC000003080605,1,-5.9,3
Sb-742457_ZINC000043199965,1,-5.9,3
Presatovir_ZINC000147513579,1,-5.9,6
Pf-04217903_ZINC000043195316,1,-5.9,6
Epicainide_ZINC000000000251,1,-5.9,7
Racemethorphan_ZINC000000001614,1,-5.9,1
Prasterone_acetate_ZINC000239164897,1,-5.9,2
Bms-754807_ZINC000043203317,1,-5.9,6
Poldine_ZINC000000000651,1,-5.9,7
Alvimopan_ZINC000003802417,1,-5.9,9
Axitirome_ZINC000001538134,1,-5.9,10
Daprodustat_ZINC000231226004,1,-5.9,5
Ambruticin_ZINC000008214482,1,-5.9,11
Amiperone_ZINC000004214827,1,-5.9,7
Sulindac_ZINC000003786192,1,-5.9,4
Glucametacin_ZINC000110343950,1,-5.9,10
Teniposide_ZINC000077313309,1,-5.9,9
Visnadine_ZINC000014883340,1,-5.9,6
Sitogluside_ZINC000253558545,1,-5.9,13
Oxfendazole_ZINC000008584338,1,-5.9,4
Etoposide_ZINC000011615747,1,-5.9,8
Isocromil_ZINC000000001588,1,-5.9,4
Fradafiban_ZINC000003789797,1,-5.9,8
Nicofetamide_ZINC000014684145,1,-5.9,5
Mozavaptan_ZINC000003804565,1,-5.9,4
Nuvenzepine_ZINC000000001845,1,-5.9,1
Praziquantel_ZINC000000403566,1,-5.9,1
Polydatin_ZINC000003881962,1,-5.9,11
Masitinib_ZINC000034177219,1,-5.9,7
Gepotidacin_ZINC000138562667,1,-5.9,5
Vx-745_ZINC000013493055,1,-5.9,3
Yohimbic-acid_ZINC000247338204,1,-5.9,2
Sarizotan_ZINC000000021067,1,-5.9,5
Sulindac_ZINC000004475353,1,-5.9,4
Ormeloxifene_ZINC000005104028,1,-5.9,7
Irtemazole_ZINC000005424882,1,-5.9,3
Dizocilpine_ZINC000025757829,1,-5.9,0
Brecanavir_ZINC000003994828,1,-5.9,16
Eslicarbazepine-acetate_ZINC000000023896,1,-5.9,2
Besonprodil_ZINC000027299445,1,-5.9,7
Etoposide_ZINC000003978072,1,-5.9,8
ipragliflozin_ZINC000306122897,1,-5.9,8
Teniposide_ZINC000150652472,1,-5.9,9
Deserpidine_ZINC000003830661,1,-5.9,9
Empagliflozin_ZINC000036520252,1,-5.9,10
Cintazone_ZINC000001680067,1,-5.9,5
Brivanib_ZINC000013684256,1,-5.9,6
Arzoxifene_ZINC000001544683,1,-5.9,9
Tolpadol_ZINC000001999505,1,-5.9,7
Azelastine_ZINC000000601229,1,-5.9,3
Trovafloxacin_ZINC000100030989,1,-5.8,4
Osi-930_ZINC000003962535,1,-5.8,7
Perlapine_ZINC000027303430,1,-5.8,1
Tolpadol_ZINC000031297957,1,-5.8,7
Riviciclib_ZINC000113496418,1,-5.8,5
Hydroxyestrone_diacetate_ZINC000005228505,1,-5.8,4
Buterizine_ZINC000022463149,1,-5.8,9
Tosifen_ZINC000000002199,1,-5.8,7
Pf-00446687_ZINC000147639440,1,-5.8,5
Raxatrigine_ZINC000113543589,1,-5.8,5
Flumeridone_ZINC000000537741,1,-5.8,5
Pralnacasan_ZINC000003994903,1,-5.8,6
Azd1386_ZINC000139948444,1,-5.8,3
Sivifene_ZINC000003914981,1,-5.8,8
Indoramin_ZINC000000001567,1,-5.8,5
Ormeloxifene_ZINC000001730387,1,-5.8,7
Bemetizide_ZINC000000607726,1,-5.8,4
Trantelinium_ZINC000100368273,1,-5.8,3
Azd-2014_ZINC000049019448,1,-5.8,6
Quisinostat_ZINC000035836133,1,-5.8,7
Trazium_ZINC000005935151,1,-5.8,2
Draflazine_ZINC000022851754,1,-5.8,12
Doxepin_ZINC000000001331,1,-5.8,3
Milverine_ZINC000001482110,1,-5.8,6
Fluprofen_ZINC000003598315,1,-5.8,3
Bucloxic-acid_ZINC000000001067,1,-5.8,5
Etoposide_ZINC000003938684,1,-5.8,8
Sitogluside_ZINC000085645655,1,-5.8,13
Lovastatin_ZINC000003812841,1,-5.8,8
Furobufen_ZINC000004216381,1,-5.8,4
Cyheptropine_ZINC000100372252,1,-5.8,3
Naratriptan_ZINC000000004076,1,-5.8,5
Osi-027_ZINC000252286769,1,-5.8,5
Glucametacin_ZINC000097974785,1,-5.8,10
Furostilbestrol_ZINC000000537772,1,-5.8,10
Gilteritinib_ZINC000113476229,1,-5.8,9
Becliconazole_ZINC000005425441,1,-5.8,3
Ifetroban_ZINC000003793091,1,-5.8,11
Nms-1286937_ZINC000049113058,1,-5.8,5
Methoserpidine_ZINC000004213820,1,-5.8,10
ipragliflozin_ZINC000669678948,1,-5.8,8
Glucametacin_ZINC000110343953,1,-5.8,10
Mariptiline_ZINC000002032192,1,-5.8,4
Proscillaridin_ZINC000257488916,1,-5.8,7
Sonepiprazole_ZINC000003812548,1,-5.8,6
Pibaxizine_ZINC000003804921,1,-5.8,10
Teniposide_ZINC000028226562,1,-5.8,9
Cebranopadol_ZINC000003950145,1,-5.8,2
Axamozide_ZINC000006117407,1,-5.8,4
Sertaconazole_ZINC000000606383,1,-5.8,6
Quisultazine_ZINC000004214243,1,-5.8,3
Bisacodyl_ZINC000003830321,1,-5.8,7
Azd-2014_ZINC000059259287,1,-5.8,6
Feprazone_ZINC000100016068,1,-5.8,4
Mindoperone_ZINC000004213869,1,-5.8,7
Lovastatin_ZINC000043772721,1,-5.8,8
Odapipam_ZINC000003781602,1,-5.8,2
Adimolol_ZINC000001999500,1,-5.8,10
Prulifloxacin_ZINC000000596006,1,-5.8,4
Reminertant_ZINC000001482927,1,-5.8,7
Polydatin_ZINC000003881959,1,-5.8,11
Clinofibrate_ZINC000003872098,1,-5.8,10
Morazone_ZINC000017106663,1,-5.8,4
Tedizolid-phosphate_ZINC000117720221,1,-5.8,6
Pomalidomide_ZINC000003940470,1,-5.8,2
Ticagrelor_ZINC000204935758,1,-5.8,13
Alfatradiol_ZINC000003830764,1,-5.8,2
Lomerizine_ZINC000019362693,1,-5.8,8
Eliprodil_ZINC000000004041,1,-5.8,6
Xenazoic-acid_ZINC000002044292,1,-5.8,8
Dorastine_ZINC000030690895,1,-5.8,3
Zankiren_ZINC000027084753,1,-5.8,19
Prasterone_acetate_ZINC000003881408,1,-5.8,2
Amsalog_ZINC000005461015,1,-5.8,6
Fenharmane_ZINC000040163092,1,-5.8,2
Sequifenadine_ZINC000001846272,1,-5.8,4
Azelastine_ZINC000000897240,1,-5.8,3
Proroxan_ZINC000000340372,1,-5.8,5
Calcipotriene_ZINC000148917203,1,-5.8,8
Azd-7762_ZINC000033359230,1,-5.8,4
Kw-2449_ZINC000043201999,1,-5.8,3
Ticagrelor_ZINC000204935778,1,-5.8,13
Methallenestril_ZINC000000897074,1,-5.8,5
Xenazoic-acid_ZINC000000608131,1,-5.8,8
Etarotene_ZINC000084758242,1,-5.8,4
alpha_Ergocryptine_ZINC000017654092,1,-5.8,6
Prasterone_acetate_ZINC000039944340,1,-5.8,2
Glucametacin_ZINC000575346762,1,-5.8,10
Diphenidol_ZINC000000968266,1,-5.8,7
Viroxime_ZINC000017130448,1,-5.8,5
Benproperine_ZINC000001481729,1,-5.8,6
Pf-00446687_ZINC000144234053,1,-5.8,5
Riviciclib_ZINC000003937395,1,-5.8,5
Ly-518674_ZINC000000595076,1,-5.8,9
Homofenazine_ZINC000019366089,1,-5.8,8
Pd-0166285_ZINC000001486219,1,-5.8,9
Maroxepin_ZINC000000001647,1,-5.8,0
Terflavoxate_ZINC000000538430,1,-5.8,6
Befiradol_ZINC000001492397,1,-5.8,5
Nafiverine_ZINC000022463090,1,-5.8,12
Trandolapril_ZINC000001853202,1,-5.8,10
Abamectin-component-b1a_ZINC000242649030,1,-5.8,11
Indopine_ZINC000001482088,1,-5.8,6
Tolnapersine_ZINC000000000792,1,-5.8,3
Apixaban_ZINC000011677837,1,-5.8,5
Donepezil_ZINC000000597013,1,-5.8,6
Amsacrine_ZINC000003812923,1,-5.8,5
Myfadol_ZINC000005736133,1,-5.8,5
Pf-00477736_ZINC000137899389,1,-5.8,5
Homidium_ZINC000000119632,1,-5.8,4
Yohimbic-acid_ZINC000003947438,1,-5.8,2
Indatraline_ZINC000003872906,1,-5.8,2
Alvimopan_ZINC000011677127,1,-5.8,9
Bentipimine_ZINC000022462814,1,-5.8,8
Acetergamine_ZINC000004172319,1,-5.8,2
Taselisib_ZINC000068267049,1,-5.8,5
Hesperidin_ZINC000252009000,1,-5.8,15
Napsagatran_ZINC000003807298,1,-5.8,11
Picumast_ZINC000019367677,1,-5.8,7
Dalvastatin_ZINC000000597504,1,-5.8,4
Bexagliflozin_ZINC000888086749,1,-5.8,13
Oxyphencyclimine_ZINC000000020260,1,-5.8,7
Glibutimine_ZINC000031601260,1,-5.8,8
Vesnarinone_ZINC000003781942,1,-5.8,4
Flutrimazole_ZINC000003799012,1,-5.8,4
Reglitazar_ZINC000006069082,1,-5.8,7
Glafenine_ZINC000003872687,1,-5.8,9
Idanpramine_ZINC000005733284,1,-5.8,7
Zabiciprilat_ZINC000003793034,1,-5.8,8
Tanogitran_ZINC000064527030,1,-5.8,10
Zibotentan_ZINC000001491485,1,-5.8,6
Ac-430_ZINC000095079936,1,-5.8,5
Terbuficin_ZINC000004217528,1,-5.8,9
Benzilonium_ZINC000002015882,1,-5.8,8
Ticagrelor_ZINC000584578805,1,-5.8,13
Etoposide-phosphate_ZINC000072186776,1,-5.8,9
Suclofenide_ZINC000001842729,1,-5.8,4
Olopatadine_ZINC000000001850,1,-5.8,5
Carsatrin_ZINC000022851029,1,-5.8,9
Nufenoxole_ZINC000004217195,1,-5.8,6
Toltrazuril_ZINC000000538476,1,-5.8,5
Deserpidine_ZINC000003830662,1,-5.8,9
Gdc-0994_ZINC000144904353,1,-5.8,7
Calcipotriene_ZINC000095936503,1,-5.8,8
Bemotrizinol_ZINC000011677890,1,-5.8,19
Diacetazotol_ZINC000100069197,1,-5.8,4
Flotrenizine_ZINC000022463051,1,-5.8,10
Doxazosin_ZINC000094566093,1,-5.8,5
Folic-acid_ZINC000008577218,1,-5.8,11
Gs-9667_ZINC000256680333,1,-5.8,9
Sitogluside_ZINC000118913172,1,-5.8,13
Lorcainide_ZINC000000537935,1,-5.8,5
Amperozide_ZINC000004214849,1,-5.8,7
Diniprofylline_ZINC000001999280,1,-5.8,9
Benzindopyrine_ZINC000001481982,1,-5.8,5
Ticagrelor_ZINC000214488649,1,-5.8,13
Trandolapril_ZINC000230591566,1,-5.8,10
Trifenagrel_ZINC000000538498,1,-5.8,7
Dimetipirium_ZINC000000607825,1,-5.8,8
Aprepitant_ZINC000043770782,1,-5.8,8
Palosuran_ZINC000034375693,1,-5.8,7
Droprenilamine_ZINC000011679611,1,-5.8,8
Etomidoline_ZINC000000607859,1,-5.8,7
Ci-988_ZINC000003920670,1,-5.8,13
Sulicrinat_ZINC000000538394,1,-5.8,7
Tamibarotene_ZINC000000538415,1,-5.8,3
Alfatradiol_ZINC000004521752,1,-5.8,2
Sibrafiban_ZINC000011726787,1,-5.8,11
Prasterone_acetate_ZINC000001057676,1,-5.8,2
Amicibone_ZINC000000607709,1,-5.8,7
Oxapium_ZINC000003874575,1,-5.8,4
Timcodar_ZINC000008214468,1,-5.8,18
Vorozole_ZINC000003786387,1,-5.8,3
Domitroban_ZINC000013822279,1,-5.8,9
Fenharmane_ZINC000040163093,1,-5.8,2
Deserpidine_ZINC000105090645,1,-5.8,9
Oxapium_ZINC000000000572,1,-5.8,4
Gliclazide_ZINC000000523926,1,-5.8,3
Indobufen_ZINC000003187624,1,-5.8,4
Mk-8033_ZINC000068203670,1,-5.8,6
Cilostazol_ZINC000001552174,1,-5.8,7
Nrx195183_ZINC000001909562,1,-5.8,3
Sulfasalazine_ZINC000003831490,1,-5.8,8
Flindokalner_ZINC000000839816,1,-5.8,3
Azaftozine_ZINC000022462753,1,-5.8,4
Perastine_ZINC000001482139,1,-5.8,6
Polydatin_ZINC000003881960,1,-5.8,11
Camazepam_ZINC000000601288,1,-5.8,3
Erythromycin_ZINC000085534336,1,-5.8,12
Glidazamide_ZINC000000001509,1,-5.8,5
Guadecitabine_ZINC000257351738,1,-5.8,13
Troglitazone_ZINC000000968278,1,-5.8,6
Etoposide_ZINC000003978071,1,-5.8,8
Nalmexone_ZINC000004217034,1,-5.8,4
Lamifiban_ZINC000003782835,1,-5.8,11
Exisulind_ZINC000012341529,1,-5.8,4
Fluperamide_ZINC000004216287,1,-5.8,9
Calcipotriene_ZINC000038791645,1,-5.8,8
Tomeglovir_ZINC000003923823,1,-5.8,8
Rebamipide_ZINC000009330880,1,-5.8,5
Ximoprofen_ZINC000038615303,1,-5.8,4
Delamanid_ZINC000043100810,1,-5.8,9
Parapenzolate_ZINC000000001887,1,-5.8,6
Bedoradrine_ZINC000000584203,1,-5.8,12
Bevonium_ZINC000000607738,1,-5.8,7
Crizotinib_ZINC000035902488,1,-5.8,6
Phenindamine_ZINC000000968338,1,-5.8,1
Gliflumide_ZINC000001481851,1,-5.8,10
Broparestrol_ZINC000008214508,1,-5.8,4
Gliclazide_ZINC000000523925,1,-5.8,3
Picosulfuric-acid_ZINC000003873921,1,-5.8,7
Hydroxyestrone_diacetate_ZINC000139021488,1,-5.8,4
Isamfazone_ZINC000000607932,1,-5.8,6
Ximoprofen_ZINC000000000845,1,-5.8,4
Clodoxopone_ZINC000004215401,1,-5.8,5
Proscillaridin_ZINC000257488918,1,-5.8,7
Omidoline_ZINC000005318621,1,-5.8,6
Elobixibat_ZINC000003976764,1,-5.8,16
Gedocarnil_ZINC000000537780,1,-5.8,7
Dasatinib_ZINC000003986735,1,-5.8,8
Etoposide-phosphate_ZINC000072186775,1,-5.8,9
Clodanolene_ZINC000000001181,1,-5.8,3
Upidosin_ZINC000003796141,1,-5.8,8
Donepezil_ZINC000000897251,1,-5.8,6
Nitraquazone_ZINC000000001819,1,-5.8,3
Raxatrigine_ZINC000113543588,1,-5.8,5
Pazopanib_ZINC000011617039,1,-5.8,6
Cerc-301_ZINC000006716890,1,-5.8,6
Lintitript_ZINC000000537914,1,-5.8,5
Imidocarb_ZINC000000073661,1,-5.8,4
Difluanine_ZINC000019364169,1,-5.8,10
Sequifenadine_ZINC000005782839,1,-5.8,4
Phenothrin_ZINC000002013188,1,-5.8,7
Ceritinib_ZINC000096272772,1,-5.8,9
Sovaprevir_ZINC000085537149,1,-5.8,14
Liarozole_ZINC000005425356,1,-5.8,3
Scopinast_ZINC000003944646,1,-5.8,10
Glucametacin_ZINC000077293064,1,-5.8,10
Etoposide_ZINC000003830817,1,-5.8,8
Firategrast_ZINC000030691369,1,-5.8,11
Pilaralisib_ZINC000100472223,1,-5.8,9
Nafazatrom_ZINC000000001764,1,-5.8,4
Eribaxaban_ZINC000003816482,1,-5.8,5
Belarizine_ZINC000022463137,1,-5.8,6
Mepramidil_ZINC000004213776,1,-5.8,14
Bervastatin_ZINC000001547675,1,-5.8,11
Odalprofen_ZINC000013898181,1,-5.8,6
Senicapoc_ZINC000003816408,1,-5.8,4
Sitogluside_ZINC000253609312,1,-5.8,13
Clorotepine_ZINC000022032760,1,-5.8,1
Dihydroergocryptine_ZINC000003929793,1,-5.8,6
Regadenoson_ZINC000065748602,1,-5.8,8
Epsiprantel_ZINC000001842759,1,-5.8,1
Nebivolol_ZINC000005844792,1,-5.8,8
Famprofazone_ZINC000000643070,1,-5.8,7
Elagolix_ZINC000049888891,1,-5.8,13
Rabusertib_ZINC000070466463,1,-5.8,5
Hydroxyestrone_diacetate_ZINC000079199213,1,-5.7,4
Cyclocumarol_ZINC000001481765,1,-5.7,2
Triprolidine_ZINC000012503099,1,-5.7,4
Ulifloxacin_ZINC000004655141,1,-5.7,2
Lobeline_ZINC000000156831,1,-5.7,7
Lotrifen_ZINC000000001637,1,-5.7,1
Draquinolol_ZINC000034167971,1,-5.7,9
Sitogluside_ZINC000253609314,1,-5.7,13
Ifenprodil_ZINC000002559943,1,-5.7,7
Cyclizine_ZINC000019156872,1,-5.7,3
Bucladesine_ZINC000003861742,1,-5.7,8
Octriptyline_ZINC000002005382,1,-5.7,3
Talniflumate_ZINC000001844627,1,-5.7,6
Orbifloxacin_ZINC000003882891,1,-5.7,3
ipragliflozin_ZINC000038897728,1,-5.7,8
Lubeluzole_ZINC000000537944,1,-5.7,8
Bisoxatin_ZINC000002017901,1,-5.7,4
Bitopertin_ZINC000053294263,1,-5.7,7
Piperaquine_ZINC000026251015,1,-5.7,6
Clorindione_ZINC000100003913,1,-5.7,1
Relenopride_ZINC000118666544,1,-5.7,11
Flupimazine_ZINC000003598320,1,-5.7,9
Tibezonium_ZINC000111364754,1,-5.7,9
Spirendolol_ZINC000000000722,1,-5.7,7
Silmitasertib_ZINC000058638454,1,-5.7,3
Reserpine_ZINC000003978051,1,-5.7,10
Naftifine_ZINC000001530977,1,-5.7,5
Dronabinol_ZINC000002039624,1,-5.7,5
Picobenzide_ZINC000000001942,1,-5.7,3
Flubepride_ZINC000000607878,1,-5.7,8
Glicaramide_ZINC000004216401,1,-5.7,12
Elantrine_ZINC000001482052,1,-5.7,3
Sb-705498_ZINC000013985502,1,-5.7,4
Ipsalazide_ZINC000004216628,1,-5.7,8
Retinol_acetate_ZINC000087492913,1,-5.7,7
Zofenopril_ZINC000003775162,1,-5.7,8
Brindoxime_ZINC000072266863,1,-5.7,6
Glibornuride_ZINC000002012812,1,-5.7,6
Fepromide_ZINC000005639557,1,-5.7,10
Eniclobrate_ZINC000005316998,1,-5.7,9
Tonabersat_ZINC000003823813,1,-5.7,4
Ro-3201195_ZINC000013683106,1,-5.7,10
Bentipimine_ZINC000031392373,1,-5.7,8
Triclazate_ZINC000001692983,1,-5.7,7
Benafentrine_ZINC000003780828,1,-5.7,4
Fenflumizole_ZINC000000608375,1,-5.7,5
Pimobendan_ZINC000005071680,1,-5.7,3
Boxidine_ZINC000000001039,1,-5.7,6
Fominoben_ZINC000000607900,1,-5.7,6
Bromindione_ZINC000100003605,1,-5.7,1
Ansoxetine_ZINC000005957963,1,-5.7,7
Pirmenol_ZINC000003873867,1,-5.7,7
Etoposide-phosphate_ZINC000306146645,1,-5.7,9
Cyclocumarol_ZINC000002036735,1,-5.7,2
Eliprodil_ZINC000001851251,1,-5.7,6
Procromil_ZINC000000001986,1,-5.7,3
Pemedolac_ZINC000001851370,1,-5.7,5
Solifenacin_ZINC000003936683,1,-5.7,3
Pipecuronium_ZINC000003938681,1,-5.7,6
Sitogluside_ZINC000085532584,1,-5.7,13
Florifenine_ZINC000000537734,1,-5.7,8
Alvimopan_ZINC000026378311,1,-5.7,9
Tiopropamine_ZINC000004217577,1,-5.7,10
